YEAR,WATERS,DAYTYPE,FISHERY,MONTH,SPECIES,INDHRS,HARVEST,SDHARVEST,VHARVEST,HRATE
2014,WI,Weekday,Cold-Open,Jun,Lake Trout,1454.32525142894,34.374439663477,38.2417070751279,1462.42816001988,0.023636005515068
2014,WI,Weekday,Cold-Open,Jul,Lake Trout,1769.14231762118,613.57537027324,238.892054571112,57069.4137372072,0.346820809248555
2014,WI,Weekday,Cold-Open,Aug,Lake Trout,2234.90496255276,225.8324625334,108.909425984511,11861.2630682757,0.101047904191617
2014,WI,Weekday,Cold-Open,Sep,Lake Trout,1236.48524790681,103.724732435384,103.20823388304,10651.9395412564,0.0838867528836071
2014,WI,Weekday,Cold-Open,All,Lake Trout,6694.85777950969,977.507004905502,284.684113548261,81045.0445067592,0.146008628875921
2014,WI,Weekday,Cold-Open,Jun,Brown Trout,1454.32525142894,17.1872198317385,20.1699462220879,406.82673060192,0.011818002757534
2014,WI,Weekday,Cold-Open,All,Brown Trout,1454.32525142894,17.1872198317385,20.1699462220879,406.82673060192,0.011818002757534
2014,WI,Weekday,Cold-Open,Jun,Coho,1454.32525142894,51.5616594952155,40.7026258165687,1656.7037483636,0.0354540082726019
2014,WI,Weekday,Cold-Open,Sep,Coho,1236.48524790681,51.862366217692,45.5350377451183,2073.43966244935,0.0419433764418036
2014,WI,Weekday,Cold-Open,All,Coho,2690.81049933575,103.424025712908,61.0749000065735,3730.14341081295,0.0384360123979146
2014,WI,Weekday,Warm-Open,May,Coho,3416.35906045605,13.8137033241703,15.0497905600926,226.496195902654,0.00404339915088618
2014,WI,Weekday,Warm-Open,All,Coho,3416.35906045605,13.8137033241703,15.0497905600926,226.496195902654,0.00404339915088618
2014,WI,Weekday,Warm-Open,May,Walleye,3416.35906045605,138.137033241703,150.497905600926,22649.6195902654,0.0404339915088618
2014,WI,Weekday,Warm-Open,Jun,Walleye,11161.6670123948,464.054935456939,287.652831220287,82744.1513090469,0.0415757731297318
2014,WI,Weekday,Warm-Open,Jul,Walleye,5830.67039362432,68.1750411414711,71.9837816911836,5181.66482656398,0.0116924875767319
2014,WI,Weekday,Warm-Open,Aug,Walleye,6849.41494698525,100.369983348178,60.1161412974089,3613.95044449003,0.014653803883258
2014,WI,Weekday,Warm-Open,All,Walleye,27258.1114134605,770.736993188291,337.919200653597,114189.386170366,0.0282755096821451
2014,WI,Weekday,Warm-Open,Jun,Yellow Perch,11161.6670123948,17.1872198317385,20.4446740067595,417.984695242666,0.00153984344924933
2014,WI,Weekday,Warm-Open,Jul,Yellow Perch,5830.67039362432,34.0875205707356,35.8770745698794,1287.16447969269,0.00584624378836597
2014,WI,Weekday,Warm-Open,Aug,Yellow Perch,6849.41494698525,326.202445881578,344.244154305665,118504.037773623,0.0476248626205886
2014,WI,Weekday,Warm-Open,All,Yellow Perch,23841.7523530044,377.477186284052,346.711965395713,120209.186948558,0.0158326108205081
2014,WI,Weekday,Warm-Open,Jun,Northern Pike,11161.6670123948,17.1872198317385,20.4009065775922,416.196989187647,0.00153984344924933
2014,WI,Weekday,Warm-Open,Jul,Northern Pike,5830.67039362432,68.1750411414711,50.6543915564173,2565.86738395084,0.0116924875767319
2014,WI,Weekday,Warm-Open,Aug,Northern Pike,6849.41494698525,75.2774875111335,55.6671591279946,3098.83260538148,0.0109903529124435
2014,WI,Weekday,Warm-Open,All,Northern Pike,23841.7523530044,160.639748484343,77.9801062997478,6080.89697851997,0.00673774922689775
2014,WI,Weekday,Tribal,Aug,Lake Trout,664.114723153778,50.184991674089,NA,NA,0.0755667506297229
2014,WI,Weekday,Tribal,All,Lake Trout,664.114723153778,50.184991674089,0,0,0.0755667506297229
2014,WI,Weekday,Tribal,Jul,Walleye,885.707409496279,374.962726278091,511.342182949992,261470.828064063,0.423348300192431
2014,WI,Weekday,Tribal,All,Walleye,885.707409496279,374.962726278091,511.342182949992,261470.828064063,0.423348300192431
2014,WI,Weekday,Tribal,Jul,Yellow Perch,885.707409496279,34.0875205707356,23.9936717094805,575.696282102323,0.0384862091084028
2014,WI,Weekday,Tribal,All,Yellow Perch,885.707409496279,34.0875205707356,23.9936717094805,575.696282102323,0.0384862091084028
