YEAR,WATERS,DAYTYPE,FISHERY,MONTH,SPECIES,INDHRS,HARVEST,SDHARVEST,VHARVEST,HRATE
2014,WI,Weekday,Cold-Open,May,Lake Trout,2049.05057239564,16.4979917262129,11.9049930940512,141.728860569407,0.00805152979066022
2014,WI,Weekday,Cold-Open,Jun,Lake Trout,2659.99249647391,258.871650211566,100.950770562669,10191.0580771967,0.0973204437812237
2014,WI,Weekday,Cold-Open,Jul,Lake Trout,3346.95849102674,611.567232328165,202.690927761821,41083.6121969478,0.182723279648609
2014,WI,Weekday,Cold-Open,Aug,Lake Trout,2234.95233592535,229.127962674961,106.878551692265,11423.0248118362,0.102520290474156
2014,WI,Weekday,Cold-Open,Sep,Lake Trout,3454.88452995868,50.7449380165289,41.9786273204559,1762.20515170973,0.01468788249694
2014,WI,Weekday,Cold-Open,All,Lake Trout,13745.8384257803,1166.80977495743,254.16850532326,64601.6290982598,0.0848845838875192
2014,WI,Weekday,Cold-Open,Jun,Siscowet,2659.99249647391,10.3548660084626,10.8869535864304,118.525758393089,0.00389281775124895
2014,WI,Weekday,Cold-Open,Jul,Siscowet,3346.95849102674,11.7609083140032,12.241877740439,149.863570611855,0.00351390922401171
2014,WI,Weekday,Cold-Open,All,Siscowet,6006.95098750064,22.1157743224658,16.3825922553467,268.389329004945,0.00368169714860079
2014,WI,Weekday,Cold-Open,May,Brown Trout,2049.05057239564,131.983933809703,45.6672442582379,2085.49719814156,0.0644122383252818
2014,WI,Weekday,Cold-Open,Jun,Brown Trout,2659.99249647391,186.387588152327,138.013312488877,19047.6744241524,0.070070719522481
2014,WI,Weekday,Cold-Open,Jul,Brown Trout,3346.95849102674,47.0436332560127,28.4237044557087,807.906974985475,0.0140556368960469
2014,WI,Weekday,Cold-Open,Aug,Brown Trout,2234.95233592535,19.0939968895801,20.973485697437,439.887102300595,0.00854335753951303
2014,WI,Weekday,Cold-Open,Sep,Brown Trout,3454.88452995868,33.829958677686,27.2068740352887,740.213994772065,0.00979192166462668
2014,WI,Weekday,Cold-Open,All,Brown Trout,13745.8384257803,418.339110785309,152.056501651038,23121.1796943521,0.03043387371706
2014,WI,Weekday,Cold-Open,May,Coho,2049.05057239564,173.228913125235,77.1459929956985,5951.50423529237,0.0845410628019324
2014,WI,Weekday,Cold-Open,Jun,Coho,2659.99249647391,20.7097320169252,14.7924805491546,218.817480797117,0.00778563550249789
2014,WI,Weekday,Cold-Open,Jul,Coho,3346.95849102674,11.7609083140032,12.2694760874131,150.540043459601,0.00351390922401171
2014,WI,Weekday,Cold-Open,Sep,Coho,3454.88452995868,152.234814049587,73.975814951343,5472.42119771534,0.0440636474908201
2014,WI,Weekday,Cold-Open,All,Coho,11510.886089855,357.93436750575,108.596882815597,11793.2829572644,0.0310952922921558
2014,WI,Weekday,Cold-Open,May,Chinook,2049.05057239564,16.4979917262129,12.3921506683437,153.565398186932,0.00805152979066022
2014,WI,Weekday,Cold-Open,Jun,Chinook,2659.99249647391,10.3548660084626,10.9501618367688,119.906044251428,0.00389281775124895
2014,WI,Weekday,Cold-Open,All,Chinook,4709.04306886954,26.8528577346755,16.5369719851719,273.47144243836,0.00570240223798204
2014,WI,Weekday,Cold-Open,May,Rainbow Trout,2049.05057239564,16.4979917262129,12.1338724118315,147.230859706605,0.00805152979066022
2014,WI,Weekday,Cold-Open,All,Rainbow Trout,2049.05057239564,16.4979917262129,12.1338724118315,147.230859706605,0.00805152979066022
2014,WI,Weekday,Cold-Open,May,Splake,2049.05057239564,8.24899586310643,8.42940951392824,71.0549447535039,0.00402576489533011
2014,WI,Weekday,Cold-Open,Jun,Splake,2659.99249647391,10.3548660084626,10.7641155327612,115.866183202631,0.00389281775124895
