YEAR,WATERS,FISHERY,MONTH,DAYTYPE,PHOURS,SDPHOURS,PARTY,INDHRS,SDINDHRS,MTRIP,TRIPS,SDTRIPS,NINTS,HOURS,VHOURS,VPHOURS,VINDHRS,VTRIPS
2014,WI,Cold-Open,May,Weekday,138.072951440632,85.8848314074915,1.70707892595606,235.701425648858,146.612185755018,4.09666666666667,33.7037310270054,20.9645642166375,5,20.4833333333333,91.7613888888889,7376.20426589324,21495.1330118639,439.512952793516
2014,WI,Cold-Open,May,Weekend,63.3439573921065,16.7784871453421,3.44659255679072,218.320812065303,57.8286089093449,4.31041666666667,14.6955531890822,3.89254414198367,4,17.2416666666667,75.285625,281.517630886411,3344.14800838997,15.1518998972914
2014,WI,Cold-Open,May,All,201.416908832739,87.5084104345385,2.25414162269361,454.022237714161,157.604825497996,4.16156792595269,48.3992842160877,21.3228715864165,9,37.725,167.047013888889,7657.72189677965,24839.2810202539,454.664852690808
2014,WI,Cold-Open,Jun,Weekday,810.138867865192,225.322013764258,2.294033069734,1858.48535395962,516.896150914269,3.59741379310345,225.200356272136,62.6344442766689,29,104.325,505.288125,50770.0098867806,267181.630829986,3923.07360984715
2014,WI,Cold-Open,Jun,Weekend,885.032034316061,418.401413070213,2.88936093283919,2557.17698426402,1208.91269716979,5.26809523809524,167.998487938509,79.4217633053825,35,184.383333333333,1200.63597222222,175059.742459151,1461469.90937833,6307.8164865362
2014,WI,Cold-Open,Jun,All,1695.17090218125,475.215479909831,2.60484788438842,4415.66233822364,1314.78193637132,4.31123063340724,393.198844210645,101.147862539865,64,288.708333333333,1705.92409722222,225829.752345931,1728651.54020831,10230.8900963833
2014,WI,Cold-Open,Jul,Weekday,941.766856117772,201.169902629004,2.39946675031368,2259.73825780204,482.700492522134,3.9358024691358,239.282043116498,51.1128046202927,27,106.266666666667,528.721111111111,40469.3297237629,232999.765481111,2612.51879615221
2014,WI,Cold-Open,Jul,Weekend,1008.05704660326,199.039663078392,2.64135570519737,2662.63723120994,525.734549632673,4.97759259259259,202.518994443901,39.9871342171702,45,223.991666666667,1323.97006944444,39616.7874783599,276396.81667747,1598.97090290199
2014,WI,Cold-Open,Jul,All,1949.82390272104,282.994906671697,2.52452310290312,4922.37548901197,713.720240821697,4.41335292802356,441.801037560399,64.8959913943396,72,330.258333333333,1852.69118055556,80086.1172021228,509396.582158581,4211.4896990542
2014,WI,Cold-Open,Aug,Weekday,610.796766498582,155.160907585151,2.46921496095356,1508.18851394035,383.125634364386,4.60795454545455,132.552689153823,33.6724041121905,22,101.375,567.781319444444,24074.9072426476,146785.251707113,1133.83079869466
2014,WI,Cold-Open,Aug,Weekend,563.925925766791,146.79233250432,2.72497415170599,1536.68357119138,400.005311742903,4.66622807017544,120.852628136882,31.4584564442006,38,177.316666666667,927.004305555556,21547.9888820589,160004.249422537,989.634481851664
2014,WI,Cold-Open,Aug,All,1174.72269226537,213.595168776605,2.59199222521181,3044.87208513173,553.885819578051,4.63574602468874,253.405317290704,46.0810729101041,60,278.691666666667,1494.785625,45622.8961247065,306789.50112965,2123.46528054633
2014,WI,Cold-Open,Sep,Weekday,268.82304679755,71.2565415517276,1.98481880509305,533.565038526184,141.431323657763,3.78148148148148,71.0893463617418,18.843551634639,9,34.0333333333333,143.517638888889,5077.49471391308,20002.8193115869,355.079438207307
2014,WI,Cold-Open,Sep,Weekend,269.153836942952,56.3892488379112,2.37064220183486,638.06744464274,133.67873302492,5.14722222222222,52.2910854287439,10.9552777019148,15,77.2083333333333,441.243125,3179.74738450387,17870.0036631478,120.018109526071
